system:index,B4,EVI2,GVI,NDVI,RDVI,estimatefAPAR,.geo
4_7756,1246.0,1.0366881233251375,2.414790996784566,0.5464142701128504,40.50105725630847,0.435,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_7759,544.0,1.515344996381901,4.010339734121122,0.7235772357723578,45.395461970109686,0.503,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_7770,791.0,1.345004636466669,2.97165991902834,0.664475079533404,45.62675119026288,0.527,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_7780,533.0,1.489117345345881,3.6367583212735166,0.7147444474177147,43.6930477198915,0.509,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_7781,803.0,1.284231330793063,2.6660039761431413,0.642395902916945,43.05011242628045,0.485,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_7789,802.0,1.3456785944006229,2.930898321816387,0.6647157190635451,45.9760370913161,0.529,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_7805,675.0,1.4397857406723311,4.1816939890710385,0.6978513876454789,46.646549997600076,0.484,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_7809,1112.0,1.0152642985018374,2.319569120287253,0.5376299376299376,37.28687461709574,0.49,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_7810,705.0,1.3875487103358695,3.021762785636562,0.6796182685753238,45.08589847511962,0.537,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_7820,786.0,1.1908959141301367,2.958179581795818,0.6073926073926074,38.43408410745365,0.473,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_7827,820.0,1.2797514875743787,3.1750278706800446,0.6407447973713034,43.291783658230834,0.427,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_7833,509.0,1.4985194096145837,2.712574850299401,0.7179274037129398,43.129455167208256,0.516,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_7841,676.0,1.389264597905476,3.1254355400696863,0.6802270577105014,44.23045351311019,0.497,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_7861,614.0,1.4439995146220117,3.632843791722296,0.6993143976493633,44.69051263620257,0.501,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_7879,838.0,1.147450742188983,2.9276236429433053,0.5906204201270151,37.79047731727032,0.523,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_7906,667.0,1.4714948864872706,3.441543700340522,0.7087336244541484,47.96404220849371,0.498,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_7930,1036.0,1.0703736163858864,2.5984329089128306,0.5600849256900212,38.43831466089891,0.527,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_7933,808.0,1.2338284619070436,2.988558352402746,0.623660922217047,40.86763939472468,0.471,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_7949,940.0,1.2421309411394397,2.587565674255692,0.626761961485011,44.48244049519068,0.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_7961,909.0,1.2723171738992312,2.815398886827458,0.6379928315412187,45.21204521206782,0.512,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_7973,593.0,1.5108273508297045,3.9514824797843664,0.7220529646121396,47.166144467933805,0.457,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_7974,643.0,1.3491328506482572,3.423448275862069,0.665974025974026,41.3226015952215,0.467,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_7999,410.0,1.6578121226756823,3.855384615384615,0.7700504767246215,45.98433003845778,0.537,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_8000,1132.0,0.9833275552333829,2.5814412635735438,0.5243697478991597,36.17771262471278,0.454,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_8001,639.0,1.4221675658521105,3.356521739130435,0.6917510853835022,44.54146509579455,0.537,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_8009,419.0,1.473384030418251,2.763358778625954,0.7094313453536755,38.09851089732537,0.489,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_8036,543.0,1.410386484828465,3.1794871794871797,0.6876617773943055,40.54872759717355,0.537,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_8050,899.0,1.1856042368801154,3.132203389830509,0.6053555750658473,40.86038027272392,0.486,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_8060,929.0,1.2192749205525648,2.852250489236791,0.6181668721742705,43.12129348129768,0.506,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_8061,866.0,1.1519661687170475,2.203598484848485,0.5923746763944457,38.61356057766261,0.445,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_8062,1284.0,0.987726151885407,2.287758346581876,0.5261992619926199,38.73913131709269,0.432,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_8065,531.0,1.530152048793059,3.816239316239316,0.7285276073619632,45.5664754066144,0.479,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_8076,1248.0,1.0091749564435453,2.1995341614906834,0.5351089588377724,39.20928510877136,0.438,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_8083,1316.0,0.7927182836390272,1.7282958199356915,0.44118895966029725,30.27855112408944,0.457,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_8092,879.0,0.9089747956403269,1.9100112485939258,0.4927870744373918,29.011727338079424,0.469,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_8110,543.0,1.4781377234908835,3.5473833097595477,0.711016498137307,43.58710913817163,0.501,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_8124,699.0,1.266446685759349,3.4985673352435533,0.635842667361292,39.39659821645663,0.427,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_8133,1008.0,0.8953980378941062,1.892079207920792,0.48689233901756174,30.519256946075792,0.488,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_8136,744.0,1.3032951235198427,3.6113306982872198,0.649387370405278,42.304983073356105,0.49,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_8139,652.0,1.4074446283597384,3.4643765903307884,0.6866137947608748,44.29058152284546,0.428,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_8147,746.0,1.390880162254782,3.621176470588235,0.6807873341891314,46.543155215238855,0.508,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_8151,1244.0,1.0453057519324402,2.5057283142389526,0.5499276410998553,40.88740672803253,0.448,"{""type"":""MultiPoint"",""coordinates"":[]}"
