system:index,B8,GNDVI,GVI,NLI,RDVI,estimatefAPAR,.geo
0_6,1350.0,0.5367103016505407,2.3169533169533167,0.9995249413993822,21.716691606582017,0.322,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_31,2042.0,0.6021969399764614,3.0276134122287965,0.9997822655794014,31.785438530309797,0.325,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_58,1926.0,0.548854041013269,2.4331550802139037,0.9997347686017777,29.162248276937714,0.364,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_67,1196.0,0.6075268817204301,3.095890410958904,0.9996449216101547,24.738131950771727,0.259,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_96,2168.0,0.5240773286467487,2.202363367799114,0.9997498304548236,30.096603051498644,0.299,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_127,1506.0,0.6686980609418283,4.036789297658863,0.9997134494906234,27.59978668420562,0.361,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_170,2544.0,0.40707964601769914,1.373134328358209,0.9996792818880471,25.16298629727769,0.3,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_188,1356.0,0.6699507389162561,4.059701492537314,0.9997291984437067,27.631858898167245,0.304,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_228,1842.0,0.642443156486848,3.5935162094763093,0.9997990160035718,32.12579061057577,0.321,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_242,1068.0,0.49789621318373073,1.983240223463687,0.9994022603673206,19.367738571501427,0.335,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_243,2224.0,0.4631578947368421,1.7254901960784315,0.9996943560170223,26.891679309916338,0.347,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_293,2186.0,0.5222841225626741,2.186588921282799,0.9997443090454128,29.780660450381593,0.334,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_330,1266.0,0.5785536159600998,2.7455621301775146,0.9996806012681128,25.88892680047631,0.3,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_335,1298.0,0.5657418576598311,2.6055555555555556,0.9996522455383874,25.195963580835983,0.272,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_353,2214.0,0.5401739130434783,2.34947049924357,0.9997331946271762,29.12963379195757,0.315,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_354,2246.0,0.598576512455516,2.982269503546099,0.9997898928969131,32.56923461224819,0.349,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_361,2160.0,0.5254237288135594,2.2142857142857144,0.9997115470955086,27.937509056531834,0.278,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_375,1164.0,0.6268343815513627,3.359550561797753,0.9997284293178262,26.692000824439322,0.297,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_389,2480.0,0.33548734518039847,1.0097244732576987,0.9996144083818385,21.371649646663897,0.273,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_469,1996.0,0.5679497250589159,2.629090909090909,0.9997450134570653,29.736220531560452,0.254,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_480,1226.0,0.6227663798808736,3.3017543859649123,0.9997831349505967,28.522142258113796,0.349,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_490,1372.0,0.5944218477629285,2.9312320916905446,0.9995974002038494,23.730461017975237,0.244,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_492,2472.0,0.47626157061809493,1.8187001140250856,0.9997385292812025,29.25200701489158,0.294,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_500,2074.0,0.532323605467307,2.2764612954186414,0.9997563923756393,30.40969923468933,0.363,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_582,1448.0,0.6529680365296804,3.7631578947368425,0.9997138775128708,27.45814372368555,0.317,"{""type"":""MultiPoint"",""coordinates"":[]}"
