system:index,B2,GVI,MSR,RDVI,SGI,estimateLAI,.geo
1_2503,327.0,3.8104089219330852,1.3566179301425862,38.3981997231346,5.553648068669528,1.539,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2519,337.0,2.7714285714285714,0.9899748742132399,29.719115169392456,3.96,1.468,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2522,431.0,3.2832116788321164,1.0546490536860424,37.167265454742584,4.22158273381295,1.477,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2528,260.0,3.704301075268817,1.220265178934429,30.405220516867413,4.929577464788732,1.488,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2585,263.0,3.84688995215311,1.3624705749767243,34.02390635174625,5.581267217630854,1.443,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2586,260.0,3.4233261339092875,1.3307425303335352,33.93286883876555,5.43236074270557,1.513,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2591,196.0,3.6686046511627906,1.6310480408201309,32.0489628133303,6.922413793103448,1.509,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2592,354.0,3.2593856655290105,1.2803508501982759,36.95507298538103,5.2,1.549,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2594,253.0,3.460251046025105,1.4967815540521303,35.987624748016394,6.233918128654971,1.551,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2608,293.0,3.7153284671532845,1.168843815295521,31.478976435818375,4.703883495145631,1.506,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2627,236.0,3.3815789473684212,1.522510123833156,35.022582927004294,6.3630573248407645,1.514,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2671,228.0,3.465324384787472,1.6510694095184506,35.85389454976913,7.028169014084507,1.456,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2703,218.0,3.4383561643835616,1.5926804086205484,31.96620495148802,6.721991701244813,1.514,"{""type"":""MultiPoint"",""coordinates"":[]}"
