system:index,B2,B8,GVI,NDGI,RDVI,estimatefCOVER,.geo
0_3321,128.0,825.0,3.125,0.20481927710843373,22.401508569890925,0.248,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3345,94.0,896.0,5.095238095238095,0.37383177570093457,26.71415164729517,0.302,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3362,692.0,1790.0,1.078977932636469,-0.12455516014234876,12.710329900826544,0.069,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3365,436.0,2714.0,2.811797752808989,0.02446043165467626,34.95826352494136,0.319,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3375,372.0,2268.0,2.310948905109489,0.20598591549295775,34.84579068346726,0.354,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3419,474.0,2522.0,2.349269588313413,-0.03337612323491656,29.767605036149913,0.325,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3471,93.0,1077.0,4.551546391752577,0.2597402597402597,27.904253352557706,0.354,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3472,826.0,1767.0,1.1787916152897657,0.037747920665387076,20.223296931638824,0.346,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3480,297.0,2109.0,3.2011952191235062,0.0613107822410148,32.952535034764644,0.316,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3500,317.0,1926.0,2.8063241106719365,-0.03984819734345351,27.70443961048413,0.328,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3514,628.0,2069.0,1.6390306122448979,0.028871391076115485,25.07547169811321,0.321,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3522,444.0,1772.0,1.7472868217054263,-0.010736196319018405,22.57369666581033,0.302,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3542,479.0,2598.0,2.6643159379407617,-0.02139406487232574,32.159000577670064,0.302,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3591,409.0,2326.0,2.8766666666666665,-0.1130820399113082,28.348094913458908,0.253,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3592,462.0,2641.0,2.8,0.001440922190201729,33.736976202489494,0.362,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3598,483.0,2294.0,2.0791946308724834,-0.04425914047466325,26.547352123364483,0.248,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3666,431.0,2169.0,2.5970149253731343,-0.06872586872586872,27.613506970579827,0.251,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3685,382.0,2523.0,2.8815384615384616,0.06644790812141099,35.14024756182487,0.37,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3729,366.0,2437.0,3.2679509632224164,-0.0034904013961605585,33.92752607002762,0.317,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3754,115.0,929.0,4.132596685082873,0.21476510067114093,25.106732012586118,0.273,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3761,256.0,1595.0,2.6498855835240276,0.012746234067207415,26.003472915392546,0.33,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3769,382.0,2612.0,3.0370942812983,0.03189792663476874,35.33897010844497,0.366,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3815,158.0,1084.0,3.9724770642201834,0.1978021978021978,26.74547298522223,0.349,"{""type"":""MultiPoint"",""coordinates"":[]}"
