system:index,B8,GVI,NLI,RDVI,SGI,estimatefCOVER,.geo
4_422,1964.0,3.8855721393034823,0.9998760866719291,36.752073875914306,8.217573221757322,0.404,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_428,1932.0,4.396648044692737,0.9998698051658417,36.21596142682071,7.950617283950617,0.406,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_432,1772.0,3.663157894736842,0.9998305867367248,33.35975727278772,6.661654135338346,0.402,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_447,1818.0,3.8739946380697052,0.9998432859369096,34.2080144452576,7.019305019305019,0.394,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_472,1746.0,3.5826771653543306,0.9998543659704442,34.35361308082917,7.864864864864865,0.401,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_479,1860.0,3.5145631067961167,0.9998433467606163,34.42168867643481,6.863468634686347,0.398,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_484,1732.0,3.797783933518006,0.9998440030159417,33.784699204006365,7.401709401709402,0.39,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_509,1844.0,4.238636363636363,0.9998711974957029,35.776986025032706,8.420091324200913,0.397,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_533,1564.0,4.077922077922078,0.9998618301778426,33.51003845772142,9.254437869822485,0.406,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_534,1858.0,4.432748538011696,0.9998708140194017,35.84113191775063,8.331838565022421,0.405,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_545,1958.0,4.072538860103627,0.9998685451495247,36.2896592229224,7.76984126984127,0.403,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_605,1742.0,4.601286173633441,0.9998662170769618,34.89625461447478,8.58128078817734,0.403,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_622,2200.0,3.700854700854701,0.9998628193272693,37.12316718525157,6.626506024096385,0.404,"{""type"":""MultiPoint"",""coordinates"":[]}"
