system:index,GVI,MSR,NLI,RDVI,SGI,estimatefCOVER,.geo
0_2134,3.6124567474048446,1.6770630673681686,0.9997906672481466,29.429611632101544,7.166666666666667,0.348,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2155,3.8221574344023326,1.608943150423159,0.999822365759136,32.396146057648714,6.806584362139918,0.354,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2161,4.178707224334601,1.7206936455697246,0.9998016416311095,29.9599128461521,7.4021739130434785,0.341,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2162,3.3232323232323235,1.38489153656849,0.9997946265153544,31.448875867720115,5.687707641196013,0.371,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2165,4.187713310580205,1.6225613537720414,0.9998087094335246,31.132196682926548,6.877828054298643,0.363,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2204,4.003508771929824,1.830412682817857,0.9998249456397205,31.16107297298875,8.01123595505618,0.391,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2224,3.6916426512968297,1.5217801252290017,0.999806839103009,31.60921148226867,6.359375,0.387,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2228,3.6310160427807485,1.7744869395579748,0.99985000244996,34.06574094574978,7.697777777777778,0.378,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2245,3.789808917197452,1.6825682188536841,0.9998152261600858,31.288957036911228,7.196172248803828,0.357,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2263,2.71484375,1.1564709013029273,0.9997739090489725,31.05702380820566,4.65036674816626,0.341,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2267,3.9235880398671092,1.656528346760647,0.9998087896659009,30.923378197553646,7.057142857142857,0.376,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2268,4.121771217712177,1.7244191845323893,0.9998058888345078,30.262355472272127,7.422459893048129,0.371,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2279,3.925170068027211,1.836272984824353,0.9998283166832309,31.426213255925052,8.044444444444444,0.39,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2280,4.33984375,1.8440740842055616,0.9998191408871085,30.567590748481745,8.088757396449704,0.371,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2286,4.5777777777777775,1.9087238021688087,0.999843048319074,32.36137987421767,8.460674157303371,0.363,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2326,3.758308157099698,1.8867513459481289,0.9998476306567119,33.0,8.333333333333334,0.371,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2348,3.3265306122448983,1.192269449691433,0.999781919716243,31.472337473253695,4.806045340050378,0.321,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2367,4.216783216783217,1.824643274055761,0.9998320045673197,31.84821992776055,7.978609625668449,0.368,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2384,2.9450549450549453,1.3191112852897018,0.9997410737101082,28.327430792266767,5.378277153558052,0.305,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2420,3.7586206896551726,1.61590810362512,0.9998235237065272,32.456471620505624,6.8429752066115705,0.373,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2431,3.6557377049180326,1.793241450751761,0.9998194965540702,30.930674365895882,7.802197802197802,0.376,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2432,3.01131221719457,1.2768861469813964,0.999782433821235,31.116049084649195,5.184210526315789,0.368,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2442,3.9116719242902205,1.8702082220799308,0.9998440875782346,32.738892032968856,8.238095238095237,0.335,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2452,3.9754385964912284,1.7989737661590202,0.9998199815505954,30.934668594889974,7.834254143646409,0.37,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2456,4.065420560747664,1.367888627390262,0.9997806491725557,30.521699047314915,5.606896551724138,0.381,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2465,3.070422535211268,0.8425545696515765,0.9997452312699623,29.81265144925917,3.395007342143906,0.275,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2477,2.624758220502901,1.0779731351079624,0.9997528691943479,29.97399219277056,4.317972350230415,0.365,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2482,4.086956521739131,1.5885209152398907,0.9998037747853192,30.950207298300608,6.700440528634362,0.377,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2501,2.664516129032258,1.069156116675559,0.9997258966382393,28.485695076251247,4.28140703517588,0.285,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2504,4.853479853479853,1.9077528187633928,0.9998519848711309,33.33102864631022,8.455026455026456,0.386,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2517,4.153333333333333,1.7664897156025454,0.999830984831307,32.146119481387956,7.653465346534653,0.385,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2525,4.332075471698113,1.8496823779453764,0.9998257161787971,31.10160797938897,8.120689655172415,0.363,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2576,4.044827586206897,1.9867593989668924,0.9998467671369701,32.204412040686194,8.920731707317072,0.373,"{""type"":""MultiPoint"",""coordinates"":[]}"
