system:index,EVI,GVI,MSR,RDVI,SGI,estimatefAPAR,.geo
2_133,8.943044906900328,4.781350482315113,2.3010558457817245,36.857513640609326,10.896969696969697,0.436,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_158,6.542518127883982,4.474452554744525,1.9138575870717927,39.58143328424313,8.49056603773585,0.463,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_161,10.222857142857142,3.973105134474328,1.881326225252276,37.4747011342149,8.30204081632653,0.446,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_163,5.380725758477097,5.374603174603174,2.1765472232136784,38.50679742746233,10.090452261306533,0.461,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_174,5.998492840994725,4.855737704918033,2.034169666813362,35.77753936804938,9.206185567010309,0.441,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_209,7.103799814643188,4.786440677966102,2.1321469996770914,35.34660910355641,9.810344827586206,0.44,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_230,8.152734778121776,4.197101449275363,1.901351473983608,35.27699817443941,8.417840375586854,0.466,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_231,6.9379194630872485,4.680981595092025,2.0583550077673047,36.530748825559236,9.353535353535353,0.44,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_250,6.912751677852349,4.6055363321799305,2.016806854192959,34.00716406889729,9.101123595505618,0.441,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_253,7.838078291814946,4.191709844559585,1.8776712347898934,37.179284535548085,8.28099173553719,0.453,"{""type"":""MultiPoint"",""coordinates"":[]}"
