system:index,GVI,MSAVI2,NLI,RDVI,SGI,estimatefAPAR,.geo
0_9234,3.649635036496351,0.8673017702474226,0.9997917751171265,29.08902148871927,7.538461538461538,0.333,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9259,3.4240000000000004,0.7141934352746375,0.9994834710743802,20.94967514996089,3.5,0.243,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9292,2.214574898785425,0.6943299252980069,0.9997434203894794,29.658918505996432,3.271978021978022,0.311,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9299,3.855018587360595,0.8582995323718023,0.9997830956471986,29.03132053660774,7.059459459459459,0.311,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9302,3.90625,0.8733636148044752,0.9997984401294293,29.162745487721583,7.89937106918239,0.324,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9312,3.0957178841309823,0.7637821589876239,0.9997095595743233,27.702793651893717,4.234375,0.221,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9315,2.6906666666666665,0.8207560998828285,0.9997410873496114,28.120190220537552,5.580645161290323,0.334,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9331,1.8790697674418606,0.6129898088436221,0.9993751316756712,18.317096284824,2.58455114822547,0.098,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9332,1.7183673469387757,0.616056924226541,0.9996158056647877,23.410488986243863,2.604954367666232,0.223,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9363,4.021671826625387,0.8045137881156279,0.9997590453940995,29.63613791384911,5.116719242902208,0.264,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9378,4.262295081967213,0.8761259621260251,0.9998071342145722,29.615519615211923,8.075471698113208,0.333,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9413,3.037735849056604,0.8143687675974434,0.9997522592971828,28.949318870451222,5.388489208633094,0.325,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9414,4.111111111111111,0.8195862058546481,0.9997096166161521,26.587701410668522,5.544642857142857,0.238,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9424,4.255102040816326,0.8785889949645025,0.9997643787846657,26.629167356726608,8.24,0.285,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9446,3.7923322683706067,0.851291135153815,0.9998017974218555,30.764386477446944,6.726457399103139,0.306,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9467,3.2333333333333334,0.8201615824930286,0.9997640829153841,29.47916441478614,5.562043795620438,0.334,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9491,3.126829268292683,0.786002304171916,0.9997471383677013,29.34616947910574,4.6740331491712706,0.284,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9518,2.5719844357976656,0.744501574351716,0.9997217744148141,28.47298830306936,3.9147121535181237,0.222,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9530,2.5825688073394497,0.6707933228931324,0.9991576780757041,16.26419640739806,3.0389105058365757,0.237,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9535,4.138339920948616,0.8638009042683734,0.9997905544803888,29.220625523624157,7.344632768361582,0.33,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_9561,3.0598802395209583,0.8222174867657941,0.9997378977551106,27.901169619282673,5.626556016597511,0.307,"{""type"":""MultiPoint"",""coordinates"":[]}"
