system:index,B2,B3,B4,B8,LAI,.geo
8_1579,903.0,1257.0,1534.0,2467.0,1.9028916358947754,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_1595,951.0,1197.0,1360.0,1727.0,1.6913036108016968,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_1607,689.0,947.0,1576.0,2455.0,1.7811167240142822,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_1618,1162.0,1565.0,1775.0,2440.0,1.9107081890106201,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_1626,706.0,861.0,997.0,1346.0,1.6216504573822021,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_1632,918.0,1224.0,1374.0,1699.0,1.6685407161712646,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_1635,554.0,714.0,855.0,1271.0,1.608325719833374,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_1641,902.0,1149.0,1316.0,1673.0,1.6986284255981445,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_1642,1218.0,1602.0,1776.0,2196.0,1.9581124782562256,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_1660,909.0,1182.0,1286.0,1648.0,1.7226927280426025,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_1675,870.0,1215.0,1329.0,1716.0,1.6363881826400757,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_1677,746.0,946.0,1157.0,1573.0,1.6012890338897705,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_1679,764.0,1027.0,1218.0,1672.0,1.7826579809188843,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_1683,931.0,1265.0,1498.0,2215.0,1.9748865365982056,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_1690,958.0,1277.0,1405.0,1820.0,1.7611509561538696,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_1711,1040.0,1340.0,1477.0,1933.0,1.8914159536361694,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_1733,975.0,1294.0,1620.0,2394.0,1.6066519021987915,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_1756,741.0,1008.0,1120.0,1554.0,1.7296217679977417,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_1759,893.0,1238.0,1428.0,2061.0,1.7080633640289307,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_1761,1035.0,1400.0,1540.0,2305.0,1.9149985313415527,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_1772,945.0,1295.0,1390.0,1833.0,1.8573741912841797,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_1782,1047.0,1360.0,1456.0,1903.0,1.7712308168411255,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_1792,857.0,1059.0,1247.0,1777.0,1.7069814205169678,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_1830,1156.0,1442.0,1569.0,1965.0,1.8547734022140503,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_1831,938.0,1262.0,1410.0,1777.0,1.8421297073364258,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_1850,1179.0,1571.0,1769.0,2207.0,1.712998628616333,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_1853,887.0,1166.0,1337.0,1678.0,1.844565987586975,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_1854,741.0,1003.0,1232.0,1806.0,1.6111408472061157,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_1878,876.0,1175.0,1304.0,1653.0,1.6663272380828857,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_1898,849.0,1123.0,1365.0,1803.0,1.7306691408157349,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_1922,947.0,1226.0,1457.0,1965.0,1.7056517601013184,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_1925,900.0,1179.0,1281.0,1628.0,1.678451418876648,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_1944,867.0,1123.0,1497.0,2110.0,1.6311687231063843,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_1949,887.0,1130.0,1185.0,1561.0,1.7010120153427124,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_1951,1080.0,1344.0,1522.0,1984.0,1.8596988916397095,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_1990,919.0,1218.0,1370.0,1735.0,1.7821871042251587,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2009,612.0,825.0,1308.0,2523.0,1.6957793235778809,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2059,1010.0,1261.0,1520.0,2094.0,1.6219730377197266,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2076,832.0,1375.0,1664.0,2516.0,1.8202226161956787,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2099,543.0,774.0,960.0,1386.0,1.8168435096740723,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2112,918.0,1231.0,1456.0,1786.0,1.9393994808197021,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2123,1089.0,1493.0,1671.0,2259.0,1.8220937252044678,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2125,830.0,1004.0,1142.0,1550.0,1.928877830505371,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2135,950.0,1269.0,1345.0,1764.0,1.9469470977783203,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2142,967.0,1282.0,1451.0,1796.0,1.8282090425491333,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2146,1155.0,1491.0,1741.0,2370.0,1.874353051185608,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2156,861.0,1131.0,1224.0,1656.0,1.9490853548049927,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2163,785.0,1018.0,1488.0,2062.0,1.6854314804077148,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2190,1120.0,1461.0,1686.0,2191.0,1.871909499168396,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2195,874.0,1097.0,1436.0,1824.0,1.7873098850250244,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2206,995.0,1329.0,1535.0,1989.0,1.928491234779358,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2215,896.0,1202.0,1336.0,1698.0,1.7859843969345093,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2220,910.0,1176.0,1276.0,1717.0,1.6382371187210083,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2223,857.0,1107.0,1446.0,1922.0,1.8099050521850586,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2228,1231.0,1602.0,1760.0,2326.0,1.882468581199646,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2237,834.0,1091.0,1232.0,1639.0,1.679948329925537,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2240,958.0,1246.0,1441.0,1877.0,1.9648252725601196,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2268,973.0,1307.0,1550.0,2410.0,1.8848114013671875,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2297,928.0,1188.0,1384.0,1791.0,1.7438422441482544,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2298,654.0,955.0,1112.0,1562.0,1.9004465341567993,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2307,942.0,1231.0,1368.0,1714.0,1.6214308738708496,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2309,598.0,826.0,1036.0,1524.0,1.9739718437194824,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2318,769.0,1061.0,1221.0,1714.0,1.6315391063690186,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2333,883.0,1199.0,1346.0,1770.0,1.9287254810333252,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2344,604.0,884.0,970.0,1424.0,1.6374776363372803,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2347,778.0,959.0,1176.0,1744.0,1.9663522243499756,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2363,945.0,1249.0,1408.0,1755.0,1.6752724647521973,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2402,1057.0,1412.0,1588.0,2075.0,1.8288785219192505,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2431,934.0,1191.0,1313.0,1686.0,1.6526899337768555,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2438,513.0,724.0,868.0,1247.0,1.7369641065597534,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2447,952.0,1235.0,1451.0,1917.0,1.8701086044311523,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2461,1107.0,1467.0,1713.0,2297.0,1.9099732637405396,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2472,1016.0,1284.0,1335.0,1718.0,1.9771909713745117,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2477,973.0,1312.0,1442.0,1819.0,1.9402531385421753,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2507,848.0,1071.0,1182.0,1861.0,1.6077462434768677,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2529,886.0,1185.0,1372.0,1760.0,1.679840326309204,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2547,1064.0,1380.0,1509.0,1960.0,1.7108484506607056,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2559,730.0,1032.0,1103.0,1611.0,1.800153374671936,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2567,914.0,1267.0,1416.0,2189.0,1.951893925666809,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2583,885.0,1176.0,1364.0,1813.0,1.9614591598510742,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2584,602.0,837.0,1318.0,1958.0,1.7310343980789185,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2586,1109.0,1434.0,1614.0,2189.0,1.897593379020691,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2595,718.0,1024.0,1158.0,1666.0,1.945108413696289,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2596,999.0,1354.0,1485.0,1937.0,1.7633832693099976,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2604,934.0,1221.0,1369.0,1738.0,1.7088100910186768,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2666,935.0,1157.0,1244.0,1699.0,1.6072113513946533,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2668,910.0,1228.0,1345.0,1721.0,1.6906195878982544,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2696,516.0,697.0,863.0,1261.0,1.8317294120788574,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2725,508.0,717.0,826.0,1232.0,1.8358088731765747,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2730,575.0,808.0,937.0,1348.0,1.7018022537231445,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2733,1015.0,1286.0,1566.0,2095.0,1.7262107133865356,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2737,803.0,1048.0,1217.0,1659.0,1.8275500535964966,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2742,492.0,704.0,862.0,1195.0,1.6038066148757935,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2751,925.0,1274.0,1333.0,1745.0,1.7629635334014893,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2757,788.0,1016.0,1199.0,1606.0,1.9056278467178345,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2759,606.0,841.0,966.0,1356.0,1.6761902570724487,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2766,610.0,801.0,952.0,1338.0,1.618746280670166,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2805,497.0,678.0,812.0,1210.0,1.9197998046875,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2810,927.0,1205.0,1337.0,1701.0,1.7903242111206055,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2834,877.0,1082.0,1229.0,1765.0,1.7156645059585571,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2844,998.0,1349.0,1482.0,1902.0,1.62458336353302,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2851,1182.0,1625.0,1749.0,2221.0,1.7770881652832031,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2857,978.0,1231.0,1745.0,2361.0,1.9410114288330078,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2868,560.0,782.0,894.0,1261.0,1.7754353284835815,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2875,939.0,1295.0,1418.0,1841.0,1.7594784498214722,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2897,1189.0,1662.0,1643.0,2204.0,1.7381068468093872,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2900,947.0,1262.0,1364.0,1746.0,1.806276559829712,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2937,883.0,1120.0,1327.0,1699.0,1.66089928150177,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2949,959.0,1181.0,1531.0,2495.0,1.7098979949951172,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2958,970.0,1277.0,1442.0,1825.0,1.951756238937378,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2962,728.0,884.0,1137.0,1691.0,1.6832599639892578,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2963,760.0,1020.0,1148.0,1598.0,1.6213043928146362,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2970,922.0,1223.0,1474.0,1779.0,1.8196779489517212,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2971,1132.0,1495.0,1605.0,2099.0,1.933005928993225,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2981,992.0,1272.0,1382.0,1842.0,1.6894230842590332,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2999,1195.0,1603.0,1664.0,2137.0,1.7903207540512085,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3003,951.0,1302.0,1437.0,1862.0,1.885012149810791,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3008,769.0,1109.0,1258.0,1682.0,1.7157610654830933,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3013,950.0,1299.0,1444.0,1866.0,1.7322438955307007,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3024,906.0,1187.0,1424.0,2142.0,1.6236002445220947,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3030,637.0,882.0,1046.0,1550.0,1.6702656745910645,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3033,669.0,943.0,1103.0,1626.0,1.9480642080307007,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3041,711.0,888.0,1096.0,1491.0,1.964250922203064,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3047,928.0,1215.0,1374.0,1697.0,1.825882911682129,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3048,1028.0,1385.0,1541.0,2004.0,1.7959046363830566,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3067,1074.0,1481.0,1701.0,2195.0,1.7218244075775146,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3076,1022.0,1285.0,1478.0,1962.0,1.6248869895935059,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3078,571.0,762.0,904.0,1273.0,1.8361340761184692,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3089,735.0,1074.0,1358.0,2197.0,1.7159377336502075,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3093,933.0,1203.0,1289.0,1651.0,1.6795984506607056,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3095,1045.0,1456.0,1621.0,2050.0,1.6249561309814453,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3118,911.0,1221.0,1374.0,1759.0,1.8108583688735962,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3121,873.0,1176.0,1327.0,1732.0,1.6524217128753662,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3124,910.0,1232.0,1414.0,1711.0,1.7466470003128052,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3144,684.0,820.0,1276.0,1704.0,1.7446271181106567,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3157,917.0,1188.0,1509.0,1867.0,1.7864339351654053,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3173,652.0,822.0,1022.0,1404.0,1.6048434972763062,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3176,1061.0,1364.0,1520.0,1941.0,1.6468089818954468,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3186,833.0,1106.0,1263.0,1713.0,1.975317120552063,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3201,1101.0,1446.0,1550.0,2147.0,1.7837443351745605,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3208,689.0,895.0,1287.0,1823.0,1.7666136026382446,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3209,598.0,790.0,1101.0,1653.0,1.8598674535751343,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3211,658.0,881.0,1109.0,1501.0,1.707248330116272,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3218,1023.0,1281.0,1438.0,1891.0,1.725234031677246,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3221,1046.0,1348.0,1557.0,2112.0,1.965384840965271,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3224,672.0,912.0,1072.0,1509.0,1.6432396173477173,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3233,1021.0,1385.0,1628.0,1995.0,1.7240513563156128,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3236,1168.0,1465.0,1640.0,2103.0,1.7688875198364258,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3239,666.0,926.0,1029.0,1574.0,1.945993185043335,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3248,1086.0,1463.0,1598.0,2121.0,1.8762282133102417,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3274,582.0,841.0,1073.0,1626.0,1.9690600633621216,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3279,1099.0,1512.0,1816.0,2719.0,1.6968226432800293,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3292,941.0,1324.0,1693.0,2458.0,1.8872965574264526,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3296,847.0,1091.0,1340.0,1832.0,1.8990000486373901,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3336,958.0,1210.0,1410.0,1785.0,1.8457057476043701,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3337,1006.0,1305.0,1367.0,1731.0,1.7197866439819336,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3341,635.0,842.0,1542.0,2304.0,1.6630043983459473,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3355,962.0,1309.0,1464.0,1876.0,1.8450524806976318,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3356,1216.0,1575.0,1667.0,2049.0,1.903495192527771,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3362,945.0,1292.0,1410.0,1792.0,1.8076105117797852,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3376,846.0,1077.0,1263.0,1689.0,1.6958863735198975,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3381,963.0,1223.0,1370.0,1973.0,1.7068911790847778,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3393,570.0,801.0,855.0,1386.0,1.9330044984817505,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3395,949.0,1263.0,1380.0,1756.0,1.6693636178970337,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3398,1161.0,1581.0,1807.0,2369.0,1.8887618780136108,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3412,637.0,919.0,1108.0,1603.0,1.7315295934677124,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3435,586.0,747.0,1009.0,1621.0,1.6990984678268433,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3443,908.0,1263.0,1434.0,1808.0,1.823121428489685,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3465,1040.0,1336.0,1579.0,1954.0,1.644550085067749,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3475,665.0,986.0,1159.0,1630.0,1.8019092082977295,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3487,872.0,1165.0,1329.0,1674.0,1.6026246547698975,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3505,603.0,844.0,1006.0,1504.0,1.9328597784042358,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3525,788.0,890.0,1485.0,1803.0,1.9659805297851562,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3529,534.0,745.0,979.0,1465.0,1.9086216688156128,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3544,871.0,1161.0,1362.0,1754.0,1.7164115905761719,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3556,864.0,1151.0,1248.0,1739.0,1.8580973148345947,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3559,911.0,1244.0,1332.0,1692.0,1.8446722030639648,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3562,747.0,1050.0,1177.0,1686.0,1.7940508127212524,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3575,774.0,1088.0,1237.0,1620.0,1.6311105489730835,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3581,730.0,964.0,1047.0,1481.0,1.6260075569152832,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3584,993.0,1301.0,1453.0,1834.0,1.8624114990234375,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3604,895.0,1224.0,1385.0,1722.0,1.7504256963729858,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3626,726.0,891.0,1098.0,1413.0,1.6515145301818848,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3647,885.0,1106.0,1287.0,1663.0,1.968919038772583,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3652,602.0,913.0,1183.0,1682.0,1.9269275665283203,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3656,793.0,1090.0,1250.0,1839.0,1.8629602193832397,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3667,901.0,1223.0,1379.0,1787.0,1.8354359865188599,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3680,653.0,883.0,968.0,1421.0,1.6282261610031128,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3685,1158.0,1624.0,1886.0,2539.0,1.6819700002670288,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3690,1024.0,1338.0,1519.0,1940.0,1.680230975151062,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3700,773.0,913.0,1131.0,1458.0,1.820038080215454,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3706,1001.0,1321.0,1469.0,1816.0,1.7184685468673706,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3714,967.0,1159.0,1508.0,2062.0,1.818344235420227,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3737,826.0,1026.0,1163.0,1532.0,1.8005248308181763,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3773,893.0,1149.0,1460.0,1791.0,1.6661452054977417,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3788,967.0,1262.0,1340.0,1738.0,1.914412260055542,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3797,1012.0,1268.0,1593.0,2360.0,1.7150834798812866,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3811,1038.0,1317.0,1649.0,2538.0,1.6383070945739746,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3812,903.0,1208.0,1330.0,1653.0,1.6452982425689697,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3845,995.0,1412.0,1561.0,2151.0,1.8196971416473389,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3846,976.0,1310.0,1442.0,1946.0,1.8524672985076904,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3859,816.0,1094.0,1698.0,1985.0,1.6980862617492676,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3870,1179.0,1598.0,1755.0,2309.0,1.7375054359436035,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3878,656.0,934.0,1067.0,1578.0,1.6962448358535767,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3882,1022.0,1424.0,1594.0,2371.0,1.7936245203018188,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3891,940.0,1200.0,1315.0,1716.0,1.6193536520004272,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3899,789.0,1034.0,1154.0,1594.0,1.9349372386932373,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3916,888.0,1241.0,1344.0,1746.0,1.7456337213516235,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3929,907.0,1204.0,1367.0,1684.0,1.705901026725769,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3944,781.0,935.0,1271.0,1621.0,1.764299988746643,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3953,990.0,1279.0,1398.0,1758.0,1.7603726387023926,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3959,857.0,1182.0,1336.0,1695.0,1.644813060760498,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3969,497.0,715.0,854.0,1204.0,1.694250226020813,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3988,894.0,1174.0,1306.0,1810.0,1.842843770980835,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3992,1017.0,1284.0,1369.0,1809.0,1.965531826019287,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_4004,839.0,1131.0,1292.0,1782.0,1.9642969369888306,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_4018,805.0,1202.0,1457.0,2081.0,1.6112432479858398,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_4024,864.0,1129.0,1288.0,1656.0,1.6773310899734497,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_4053,1059.0,1427.0,1774.0,2463.0,1.9396841526031494,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_4089,642.0,889.0,1013.0,1464.0,1.661678671836853,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_4132,911.0,1206.0,1333.0,1711.0,1.608237385749817,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_4142,560.0,799.0,951.0,1393.0,1.6098040342330933,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_4150,975.0,1262.0,1454.0,1774.0,1.8792285919189453,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_4159,1095.0,1411.0,1611.0,2095.0,1.7338777780532837,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_4160,881.0,1236.0,1527.0,2265.0,1.853296160697937,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_4184,1085.0,1417.0,1665.0,2142.0,1.978626012802124,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_4191,925.0,1233.0,1366.0,1691.0,1.7388827800750732,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_4207,682.0,948.0,1108.0,1614.0,1.6311371326446533,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_4210,637.0,965.0,1308.0,2040.0,1.8292982578277588,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_4267,1244.0,1538.0,1934.0,2429.0,1.6202589273452759,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_4314,1046.0,1475.0,1786.0,2601.0,1.8828670978546143,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_4316,945.0,1267.0,1377.0,1728.0,1.7394678592681885,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_4318,1025.0,1293.0,1542.0,1877.0,1.6118472814559937,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_4333,970.0,1307.0,1440.0,1943.0,1.7292124032974243,"{""type"":""MultiPoint"",""coordinates"":[]}"
