system:index,B4,B8,NDGI,RDVI,SGI,estimatefCOVER,.geo
0_4030,829.0,2537.0,0.017190278601066984,29.43952581704976,3.060313630880579,0.293,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4076,733.0,2210.0,0.03361898483849703,27.22609554503273,3.0150068212824013,0.279,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4105,622.0,2240.0,-0.059625212947189095,30.24431151069759,3.6012861736334405,0.332,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4184,624.0,2137.0,0.030303030303030304,28.794246930315005,3.4246794871794872,0.303,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4185,465.0,1871.0,0.1267605633802817,29.090346984373234,4.023655913978494,0.296,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4213,657.0,2091.0,0.05057803468208093,27.355256234737087,3.182648401826484,0.256,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4228,615.0,2251.0,0.08208955223880597,30.5594269647374,3.6601626016260163,0.329,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4229,443.0,1911.0,0.07322175732217573,30.256788280373225,4.313769751693003,0.294,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4268,644.0,2313.0,0.0591672753834916,30.692387624611825,3.591614906832298,0.302,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4295,227.0,999.0,0.017316017316017316,22.048145449933035,4.400881057268722,0.174,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4319,633.0,1910.0,-0.04026294165981923,25.323149397322894,3.0173775671406005,0.239,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4403,291.0,1374.0,0.013559322033898305,26.54124785758646,4.721649484536083,0.216,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4464,424.0,1615.0,0.011655011655011656,26.37564862914543,3.8089622641509435,0.279,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4484,528.0,1964.0,0.09200343938091143,28.76606257971864,3.7196969696969697,0.3,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4506,343.0,1189.0,-0.05053598774885146,21.614290312011313,3.4664723032069973,0.176,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4540,619.0,2068.0,-0.040336134453781515,27.9533944097123,3.3408723747980615,0.251,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4567,554.0,1918.0,0.09403107113654947,27.434063346781322,3.4620938628158844,0.275,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4613,651.0,2331.0,0.05102040816326531,30.76489676952349,3.5806451612903225,0.295,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4628,520.0,1671.0,-0.07216494845360824,24.589751216754337,3.2134615384615386,0.254,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4665,775.0,2413.0,0.0713001797483523,29.010468408659605,3.1135483870967744,0.319,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4727,774.0,2280.0,0.024574669187145556,27.251502725278375,2.945736434108527,0.302,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4756,599.0,2164.0,0.0640625,29.773089258760734,3.612687813021703,0.284,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4766,432.0,1887.0,0.1512770137524558,30.21430570245659,4.368055555555555,0.302,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4771,381.0,1458.0,-0.043835616438356165,25.114517486520626,3.826771653543307,0.215,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4792,754.0,2459.0,0.02204928664072633,30.07938971541874,3.2612732095490715,0.303,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4926,518.0,2015.0,0.11829787234042553,29.7443310061523,3.88996138996139,0.318,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4947,609.0,2286.0,0.07657316148597422,31.16798875956006,3.7536945812807883,0.321,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4950,259.0,1123.0,0.0831858407079646,23.241262771723758,4.335907335907336,0.171,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4981,778.0,2356.0,0.011435832274459974,28.187561242623257,3.0282776349614395,0.292,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4983,697.0,2344.0,-0.006498194945848376,29.866572736929697,3.3629842180774747,0.315,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5001,695.0,2278.0,-0.040419161676646706,29.032434858232456,3.2776978417266185,0.332,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5024,810.0,2679.0,0.012195121951219513,31.641627728848597,3.3074074074074074,0.317,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5047,573.0,2219.0,0.0017421602787456446,31.151009402898715,3.8726003490401397,0.306,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5049,780.0,2438.0,0.02924704418170504,29.227489040281093,3.1256410256410256,0.3,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5111,453.0,1898.0,0.016286644951140065,29.801733896842112,4.189845474613686,0.312,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5115,631.0,2255.0,0.08683068017366136,30.229980116627566,3.573692551505547,0.323,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5155,771.0,2548.0,0.001941747572815534,30.84493089595921,3.304798962386511,0.28,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5191,783.0,2037.0,-0.02419882275997384,23.61418614380014,2.6015325670498086,0.133,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5193,765.0,2440.0,0.02918781725888325,29.586990647928765,3.189542483660131,0.316,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5199,598.0,2238.0,0.07716049382716049,30.795746413735866,3.74247491638796,0.319,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5208,606.0,2240.0,-0.05483028720626632,30.62912599308854,3.6963696369636962,0.322,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5251,798.0,2596.0,0.04659498207885305,30.862689418038723,3.2531328320802007,0.326,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5257,673.0,1926.0,0.003700962250185048,24.57807874098222,2.861812778603269,0.202,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5300,874.0,2255.0,-0.05364677516576251,24.688283566862005,2.580091533180778,0.266,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5338,601.0,2208.0,0.07395993836671803,30.32075471698113,3.6738768718801995,0.328,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5363,429.0,1953.0,0.13941825476429287,31.22583700600259,4.5524475524475525,0.328,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5404,372.0,1154.0,-0.013623978201634877,20.018405685421293,3.1021505376344085,0.247,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5431,414.0,1848.0,0.1437435367114788,30.15107847418561,4.463768115942029,0.316,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5445,261.0,1010.0,0.05945945945945946,21.00917711882288,3.8697318007662833,0.242,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5515,752.0,2366.0,0.050505050505050504,28.90450091573873,3.146276595744681,0.32,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5654,695.0,2309.0,0.05890318212593094,29.44784823456216,3.322302158273381,0.309,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5663,795.0,2536.0,0.03460837887067395,30.165564355586383,3.189937106918239,0.294,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5708,501.0,1868.0,-0.03192584963954686,28.085747314163086,3.7285429141716566,0.236,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5726,660.0,2402.0,0.056468906361686916,31.480785302144426,3.639393939393939,0.313,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5737,898.0,2347.0,-0.008422234699606962,25.436715635302605,2.61358574610245,0.229,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5788,728.0,2244.0,0.017543859649122806,27.80832296956331,3.0824175824175826,0.252,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5814,509.0,2121.0,0.09591474245115453,31.43309631147138,4.166994106090374,0.306,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5817,619.0,2090.0,0.1009440813362382,28.262343481430985,3.3764135702746363,0.282,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5832,674.0,2363.0,0.06258692628650904,30.64836094014521,3.50593471810089,0.302,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5853,482.0,2039.0,0.11152073732718894,31.010030238724127,4.230290456431535,0.33,"{""type"":""MultiPoint"",""coordinates"":[]}"
